"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","학교특성","분교여부","설립유형","주야구분","개교기념일","설립일","법정동코드","주소내역","상세주소내역","우편번호","학교도로명 우편번호","학교도로명 주소","학교도로명 상세주소","위도","경도","전화번호","팩스번호","홈페이지 주소","남녀공학 구분","폐교여부","폐교일자","휴교여부"
"경기도교육청","경기도수원교육지원청","경기도 수원시 권선구","S090002408","구운중학교","03","공립","","N","단설","주간","19900607","19891222","4111313200","경기도 수원시 권선구 구운동 468~965","508 번지.","441819","16410","경기도 수원시 권선구 금호로 257",", 구운중학교 (구운동)","37.2767772461","126.9773926576","031-294-3012","031-294-3015","http://guwoon-m.goesw.kr","남녀공학","N","","N"
"경기도교육청","경기도수원교육지원청","경기도 수원시 권선구","S090002409","권선중학교","03","공립","","N","단설","주간","19850301","19850301","4111312600","",".","","16657","경기도 수원시 권선구 경수대로 239","(세류동,권선중학교)","37.2488314331","127.0171504362","031-237-3356","031-239-7354","https://kson-m.goesw.kr","남녀공학","N","","N"
"경기도교육청","경기도수원교육지원청","경기도 수원시 권선구","S090002410","남수원중학교","03","공립","","N","단설","주간","19961001","19960301","4111313700","경기도 수원시 권선구 권선동","1244.","441835","16557","경기도 수원시 권선구 권중로 162","(권선동, 남수원중학교)","37.2519851596","127.0336259944","031-233-9732","031-234-1794","http://namsuwon-m.goesw.kr","남녀공학","N","","N"
"경기도교육청","경기도수원교육지원청","경기도 수원시 장안구","S090002411","대평중학교","03","공립","","N","단설","주간","20000301","20000301","4111113000","경기도 수원시 장안구 정자동","871-1.","440300","16333","경기도 수원시 장안구 만석로68번길 7","(정자동)","37.2973009896","126.9894342587","031-269-2502","031-269-2679","https://daepyong-m.goesw.kr","남녀공학","N","","N"
"경기도교육청","경기도수원교육지원청","경기도 수원시 팔달구","S090002412","동성중학교","03","공립","","N","단설","주간","19851205","19851205","4111514000","경기도 수원시 팔달구 우만동","533.","442190","16238","경기도 수원시 팔달구 월드컵로 293","(우만동, 동성중학교)","37.2847304294","127.0349351202","031-245-1437","031-241-5418","https://dongsung-m.goesw.kr/index.do","남녀공학","N","","N"
"경기도교육청","경기도수원교육지원청","경기도 수원시 영통구","S090002413","동수원중학교","03","공립","","N","단설","주간","19930301","19930301","4111710100","경기도 수원시 영통구 매탄동","1200.","443370","16528","경기도 수원시 영통구 동탄원천로1109번길 92","(매탄동)","37.2712704115","127.054718184","031-214-0041","031-214-0043","http://dongsuwon-m.goesw.kr","남녀공학","N","","N"
"경기도교육청","경기도수원교육지원청","경기도 수원시 영통구","S090002414","매원중학교","03","공립","","N","단설","주간","19890126","19890126","4111710100","경기도 수원시 영통구 매탄동","812번지.","443370","16537","경기도 수원시 영통구 매탄로 177","(매탄동)","37.2666286454","127.0452356729","031-213-5585","031-212-0075","http://maewon-m.goesw.kr","남녀공학","N","","N"
"경기도교육청","경기도수원교육지원청","경기도 수원시 팔달구","S090002415","매향중학교","03","사립","","N","단설","주간","19020603","19020603","4111512800","경기도 수원시 팔달구 매향동","110번지.","442160","16254","경기도 수원시 팔달구 수원천로392번길 44-22","(매향동)","37.2858062813","127.0190916724","031-259-0888","031-259-0837","https://maehyang-m.goesw.kr/index.do","남녀공학","N","","N"
"경기도교육청","경기도수원교육지원청","경기도 수원시 영통구","S090002416","매현중학교","03","공립","","N","단설","주간","20020114","20020114","4111710100","경기도 수원시 영통구 매탄동","1284번지.","443848","16548","경기도 수원시 영통구 동탄원천로881번길 20","(매탄동,매현중학교)","37.254869124","127.0428524577","031-217-1653","031-217-1658","https://maehyeon-m.goesw.kr","남녀공학","N","","N"
"경기도교육청","경기도수원교육지원청","경기도 수원시 장안구","S090002417","명인중학교","03","공립","","N","단설","주간","20010105","20010105","4111113000","경기도 수원시 장안구 정자2동","정자천로 134번길 37.","440842","16319","경기도 수원시 장안구 정자천로134번길 37","(정자동)","37.2921833658","126.9930754423","031-249-1860","031-269-3495","http://myungin-m.goesw.kr","남녀공학","N","","N"
"경기도교육청","경기도수원교육지원청","경기도 수원시 장안구","S090002418","송원중학교","03","공립","","N","단설","주간","19840116","19840116","4111113500","경기도 수원시 장안구 송죽동","376번지.","440801","16306","경기 수원시 장안구 송정로21번길 42","(송죽동,송원중학교)","37.2972906118","127.0029594899","031-252-3545","031-241-4755","http://songwon-m.goesw.kr","남녀공학","N","","N"
"경기도교육청","경기도수원교육지원청","경기도 수원시 영통구","S090002419","산남중학교","03","공립","","N","단설","주간","19910108","19910108","4111710100","경기도 수원시 영통구 매탄2동","1216.","443372","16526","경기도 수원시 영통구 매영로 79","(매탄동, 산남중학교)","37.2691454877","127.0512937558","031-213-6105","031-212-8733","https://sannam-m.goesw.kr","남녀공학","N","","N"
"경기도교육청","경기도수원교육지원청","경기도 수원시 팔달구","S090002420","삼일중학교","03","사립","","N","단설","주간","19020507","19020507","4111512800","경기도 수원시 팔달구 매향동","104-1.","442160","16254","경기도 수원시 팔달구 수원천로 342","(매향동)","37.2842745257","127.0190258812","031-255-3133","031-247-5625","https://samil-m.goesw.kr","남녀공학","N","","N"
"경기도교육청","경기도수원교육지원청","경기도 수원시 장안구","S090002421","창용중학교","03","공립","","N","단설","주간","19810117","19810117","4111113700","경기도 수원시 장안구 연무동","241번지.","440813","16219","경기도 수원시 장안구 연무로8","(연무동)","37.2931780833","127.0301301169","031-548-1401","031-548-4131","http://changyong-m.goesw.kr/index.do","남녀공학","N","","N"
"경기도교육청","경기도수원교육지원청","경기도 수원시 장안구","S090002422","수성중학교","03","공립","","N","단설","주간","19540920","19540920","4111113600","",".","","16310","경기도 수원시 장안구 수성로363번길 2","(조원동,수성중학교)","37.2947049795","127.0118510882","031-255-0953","031-241-0785","http://suseong-m.goesw.kr","남","N","","N"
"경기도교육청","경기도수원교육지원청","경기도 수원시 장안구","S090002423","수원북중학교","03","공립","","N","단설","주간","19510901","19510901","4111113400","경기도 수원시 장안구 영화동","55번지.","440816","16277","경기도 수원시 장안구 광교산로 37",", 수원북중학교 (영화동)","37.2954074184","127.0210091475","031-243-7500","031-243-7509","http://suwonbuk-m.goesw.kr","남녀공학","N","","N"
"경기도교육청","경기도수원교육지원청","경기도 수원시 팔달구","S090002424","수원제일중학교","03","공립","","N","단설","주간","19360324","19360324","4111513800","경기도 수원시 팔달구 화서동","5번지.","442857","16434","경기도 수원시 팔달구 수성로244번길 37-52",", 수원제일중학교 (화서동)","37.2871449598","127.0007803704","031-255-2953","031-247-3892","http://suwonjeil-m.goesw.kr","남녀공학","N","","N"
"경기도교육청","경기도수원교육지원청","경기도 수원시 팔달구","S090002425","수원중학교","03","사립","","N","단설","주간","19160427","19160427","4111513300","경기도 수원시 팔달구 매교동","250.","442845","16469","경기도 수원시 팔달구 정조로 666-10",", 수원중학교 (매교동)","37.2674539454","127.0187691087","031-232-8215","031-236-7791","https://suwon-m.goesw.kr","남녀공학","N","","N"
"경기도교육청","경기도수원교육지원청","경기도 수원시 장안구","S090002426","수일여자중학교","03","공립","","N","단설","주간","19741227","19741227","4111113600","경기도 수원시 장안구 조원동","198-1번지.","440843","16293","경기도 수원시 장안구 수일로 145","(조원동,수일여자중학교)","37.3081028363","127.0076569716","031-248-2611","031-241-3829","https://suilg-m.goesw.kr/","녀","N","","N"
"경기도교육청","경기도수원교육지원청","경기도 수원시 장안구","S090002427","수일중학교","03","공립","","N","단설","주간","19830301","19830301","4111112900","경기도 수원시 장안구 파장동","414-1.","440852","16202","경기도 수원시 장안구 수일로 103","(파장동)","37.3102078768","127.0024591431","031-246-6113","031-244-3818","http://suil-m.goesw.kr","남","N","","N"
"경기도교육청","경기도수원교육지원청","경기도 수원시 팔달구","S090002428","숙지중학교","03","공립","","N","단설","주간","19970114","19970114","4111513800","",".","","16435","경기도 수원시 팔달구 덕영대로735번길 23","(화서동,숙지중학교)","37.2823746017","126.992151683","031-369-5600","031-258-9687","http://sukji-m.goesw.kr","남녀공학","N","","N"
"경기도교육청","경기도수원교육지원청","경기도 수원시 영통구","S090002429","연무중학교","03","공립","","N","단설","주간","20120301","20120301","4111710300","경기도 수원시 영통구 이의동","361번지.","443270","16505","경기도 수원시 영통구 센트럴타운로100번길 30","(이의동)","37.2926552306","127.0517066929","031-216-2982","031-216-2984","https://suwonym-m.goesw.kr","남녀공학","N","","N"
"경기도교육청","경기도수원교육지원청","경기도 수원시 영통구","S090002430","영덕중학교","03","공립","","N","단설","주간","19970114","19970114","4111710500","경기 수원시 영통구 영통동","957-3.","443809","16707","경기도 수원시 영통구 청명로 146","(영통동, 영덕중학교)","37.2585378907","127.0729167369","031-202-2292","031-202-2295","http://youngduk-m.goesw.kr","남녀공학","N","","N"
"경기도교육청","경기도수원교육지원청","경기도 수원시 팔달구","S090002431","영복여자중학교","03","사립","","N","단설","주간","19691118","19691118","4111513800","",".","","16434","경기도 수원시 팔달구 장안로7번길 49","(화서동)","37.2857537266","127.0027515445","031-245-2514","031-241-4736","http://youngbok-m.goesw.kr","녀","N","","N"
"경기도교육청","경기도수원교육지원청","경기도 수원시 권선구","S090002432","영신중학교","03","사립","","N","단설","주간","19560115","19560116","4111312900","경기도 수원시 권선구 오목천동","448번지.","441850","16636","경기도 수원시 권선구 삼천병마로 1566-30",", 영신중학교","37.2419188528","126.9669600249","031-8012-8082","031-8012-8099","http://youngshin-m.goesw.kr","남녀공학","N","","N"
"경기도교육청","경기도수원교육지원청","경기도 수원시 영통구","S090002433","영일중학교","03","공립","","N","단설","주간","19980301","19980301","4111710500","",".","","16705","경기도 수원시 영통구 매영로 393","(영통동,영일중학교)","37.2497310699","127.075820792","031-203-0053","031-203-0054","https://youngil-m.goesw.kr/","남녀공학","N","","N"
"경기도교육청","경기도수원교육지원청","경기도 수원시 영통구","S090002434","영통중학교","03","공립","","N","단설","주간","19980607","19971201","4111710500","경기도 수원시 영통구 영통동","964-2.","443811","16697","경기도 수원시 영통구 영통로 316","(영통동)","37.2536415083","127.0637456017","031-203-2093","031-203-2095","http://syt-m.goesw.kr","남녀공학","N","","N"
"경기도교육청","경기도수원교육지원청","경기도 수원시 영통구","S090002435","원천중학교","03","공립","","N","단설","주간","19911002","19910122","4111710200","경기도 수원시 영통구 원천동","78-7번지.","443821","16501","경기도 수원시 영통구 동수원로551번길 38","(원천동)","37.2763944261","127.0490120178","031-211-4292","031-211-4279","http://woncheon-m.goesw.kr","남녀공학","N","","N"
"경기도교육청","경기도수원교육지원청","경기도 수원시 장안구","S090002436","율전중학교","03","공립","","N","단설","주간","19990301","19990301","4111113200","경기도 수원시 장안구 율전동","율전중앞길 76(율전동168-41번지).","440824","16358","경기도 수원시 장안구 덕영대로381번길 59",", 율전중학교 (율전동)","37.3033768562","126.9662924843","031-548-8118","031-548-8100","http://yuljeon-m.goesw.kr","남녀공학","N","","N"
"경기도교육청","경기도수원교육지원청","경기도 수원시 팔달구","S090002437","율현중학교","03","공립","","N","단설","주간","20020506","20020114","4111513800","경기도 수원시 팔달구 화서동","729번지.","16424","16424","경기도 수원시 팔달구 일월로22번길 60","(화서동,율현중학교)","37.2861561514","126.9826426236","031-298-9672","031-298-9675","http://yulhyeon-m.goesw.kr","남녀공학","N","","N"
"경기도교육청","경기도수원교육지원청","경기도 수원시 장안구","S090002438","이목중학교","03","공립","","N","단설","주간","19851228","19851228","4111113100","경기 수원시 장안구 이목동","241.","440310","16208","경기도 수원시 장안구 장안로 426","(이목동)","37.3183231084","126.9823734943","031-547-5210","031-207-4402","https://imok-m.goesw.kr/","남녀공학","N","","N"
"경기도교육청","경기도수원교육지원청","경기도 수원시 장안구","S090002439","천천중학교","03","공립","","N","단설","주간","20020110","20020110","4111113300","경기 수원시 장안구 천천동","510번지.","440330","16325","경기도 수원시 장안구 정자로42번길 16","(천천동,천천중학교)","37.3002769824","126.9811279945","031-547-5000","031-547-5008","http://kscc-m.goesw.kr/","남녀공학","N","","N"
"경기도교육청","경기도수원교육지원청","경기도 수원시 영통구","S090002440","청명중학교","03","공립","","N","단설","주간","19970427","19970114","4111710500","",".","","16708","경기도 수원시 영통구 청명북로 118","(영통동,청명중학교)","37.2618756776","127.0780594329","031-547-4100","031-547-4219","cm-m.goesw.kr","남녀공학","N","","N"
"경기도교육청","경기도수원교육지원청","경기도 수원시 영통구","S090002441","태장중학교","03","공립","","N","단설","주간","19971201","19971201","4111710500","경기도 수원시 영통구 영통동","970-1.","443470","16700","경기도 수원시 영통구 봉영로1517번길 45",", 태장중학교 (영통동)","37.248991368","127.0651303132","031-201-9400","031-202-2239","http://taejang-m.goesw.kr","남녀공학","N","","N"
"경기도교육청","경기도수원교육지원청","경기도 수원시 권선구","S090002442","호매실중학교","03","공립","","N","단설","주간","19970114","19970114","4111313500","경기도 수원시 권선구 호매실동","395-27번지.","441884","16400","경기도 수원시 권선구 금호로 32","(호매실동)","37.2685102916","126.9554802437","031-8025-5500","031-291-4859","https://homaesil-m.goesw.kr","남녀공학","N","","N"
"경기도교육청","경기도수원교육지원청","경기도 수원시 권선구","S090002443","화홍중학교","03","공립","","N","단설","주간","20010607","20010301","4111313700","",".","","16554","경기도 수원시 권선구 덕영대로1323번길 25-11","(권선동,화홍중학교)","37.2472381306","127.0347600098","031-225-9917","031-225-9970","https://hwahong-m.goesw.kr/","남녀공학","N","","N"
"경기도교육청","경기도안산교육지원청","경기도 안산시 상록구","S090002683","경수중학교","03","공립","","N","단설","주간","19990115","19990115","4127110800","경기도 안산시 상록구 성포동","594번지.","426837","15293","경기도 안산시 상록구 삼일로 678",", 경수중학교 (성포동)","37.3269817782","126.8512678006","031-412-4100","031-412-4108","https://kyongsu-m.goeas.kr","남녀공학","N","","N"
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090002684","관산중학교","03","공립","","N","단설","주간","19850121","19850121","4127310800","경기도 안산시 단원구 원곡동","965번지.","425850","15364","경기도 안산시 단원구 삼일로 184","(원곡동)","37.3339661468","126.7975534262","031-487-8104","070-4855-2113","gwansan-m.goeas.kr","남녀공학","N","","N"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002685","군자중학교","03","공립","","N","단설","주간","19540428","19540123","4139012700","경기도 시흥시 거모동 1300~1499","1418번지.","429801","15067","경기도 시흥시 군자봉길 299","(거모동)","37.3510280014","126.7852752484","031-487-7341","031-487-7343","https://kunja-m.goesh.kr/","남녀공학","N","","N"
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090002686","대부중학교","03","공립","","N","병설","주간","19580408","19580408","4127311100","",".","","15645","경기도 안산시 단원구 대부중앙로 3","(대부북동)","37.2481093374","126.5779438223","032-886-4272","032-886-4279","https://daebu-mh.goeas.kr/daebu-mh/main.do","남녀공학","N","","N"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002687","대흥중학교","03","공립","","N","단설","주간","19950301","19940228","4139010100","경기도 시흥시 대야동","377-70.","429808","14902","경기도 시흥시 서해안로 1587","(대야동,대흥중학교)","37.4473632265","126.7842769541","070-7097-0916","031-312-9387","daehung-m.goesh.kr","남녀공학","N","","N"
"경기도교육청","경기도안산교육지원청","경기도 안산시 상록구","S090002688","반월중학교","03","공립","","N","단설","주간","19540707","19540707","4127111000","경기도 안산시 상록구 팔곡1동","253-1.","426200","15521","경기도 안산시 상록구 남산평길 25","(팔곡일동, 반월중학교)","37.3057242018","126.8986487261","031-487-2102","031-487-2109","banwol-m.goeas.kr","남녀공학","N","","N"
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090002689","별망중학교","03","공립","","N","단설","주간","20010605","20010301","4127310700","경기도 안산시 단원구 초지동","739-2.","425866","15452","경기도 안산시 단원구 초지1로 35","(초지동, 별망중학교)","37.3045340047","126.8123612644","031-482-3263","031-482-3262","https://byulmang-m.goeas.kr","남녀공학","N","","N"
"경기도교육청","경기도안산교육지원청","경기도 안산시 상록구","S090002690","본오중학교","03","공립","","N","단설","주간","19920301","19920301","4127110400","경기도 안산시 상록구 본오1동","861번지.","426813","15555","경기도 안산시 상록구 본오로 90","(본오동, 본오중학교)","37.2931831666","126.8672542777","031-400-8666","031-487-7645","bono-m.goeas.kr","남녀공학","N","","N"
"경기도교육청","경기도안산교육지원청","경기도 안산시 상록구","S090002691","상록중학교","03","공립","","N","단설","주간","19930510","19930301","4127110400","경기도 안산시 상록구 본오3동","1122번지.","426183","15535","경기도 안산시 상록구 각골로4길 29","(본오동, 상록중학교)","37.3000621787","126.8693220273","031-487-7623","031-487-7624","https://sangrok-m.goeas.kr/","남녀공학","N","","N"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002692","서해중학교","03","공립","","N","단설","주간","19970301","19970301","4139013200","경기도 시흥시 정왕동","서해중학교.","429450","15030","경기도 시흥시 옥구천서로373번길 18",", 서해중학교 (정왕동)","37.3572057245","126.7260841902","070-7097-1901","031-487-1440","https://seohae-m.goesh.kr","남녀공학","N","","N"
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090002693","선부중학교","03","공립","","N","단설","주간","19940506","19940228","4127310900","",".","","15212","경기 안산시 단원구 달미로 95",", 선부중학교 (선부동,선부중학교)","37.3447775423","126.8145589274","031-487-7614","031-487-7616","seonbu-m.goeas.kr","남녀공학","N","","N"
"경기도교육청","경기도안산교육지원청","경기도 안산시 상록구","S090002694","성안중학교","03","공립","","N","단설","주간","19991020","19991020","4127110300","",".","","15503","경기도 안산시 상록구 석호로 81",", 성안중학교 (사동)","37.3042289128","126.8484521237","031-362-4288","031-437-3587","seongan-m.goeas.kr","남녀공학","N","","N"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002695","한국글로벌중학교","03","사립","","N","단설","주간","19680302","19671028","4139011200","",".","","14927","경기도 시흥시 금오로 640",", 한국글로벌중학교 (과림동,한국조리과학고등학교)","37.4590146952","126.8329855567","02-2617-5384","02-2616-9729","https://koreaglobal-m.goesh.kr","남녀공학","N","","N"
"경기도교육청","경기도안산교육지원청","경기도 안산시 상록구","S090002696","성포중학교","03","공립","","N","단설","주간","19891222","19891222","4127110900","경기도 안산시 상록구 월피동","459 번지.","426854","15281","경기도 안산시 상록구 월피로 73","(월피동)","37.3354473966","126.850894529","031-8063-1600","031-487-7505","seongpo-m.goeas.kr","남녀공학","N","","N"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002697","소래중학교","03","공립","","N","단설","주간","19590412","19590412","4139010600","경기도 시흥시 은행동","107번지.","429835","14920","경기도 시흥시 은행로 60",", 소래중학교 (은행동)","37.4374058547","126.7968344426","031-8042-5272","031-315-8205","https://sorae-m.goesh.kr","남녀공학","N","","N"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002698","송운중학교","03","공립","","N","단설","주간","19960301","19960301","4139013200","경기도 시흥시 정왕4동","1875-4번지.","429454","15028","경기도 시흥시 옥구천동로 433-11","(정왕동,송운중학교)","37.3594235921","126.7313859117","031-506-1230","031-487-7980","https://songun-m.goesh.kr/songun-m/main.do","남녀공학","N","","N"
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090002699","송호중학교","03","공립","","N","단설","주간","20010301","20010301","4127310100","",".","","15467","경기도 안산시 단원구 광덕3로 240",", 송호중학교 (고잔동)","37.3111909645","126.83938659","031-414-2349","031-414-2473","https://songho-m.goeas.kr/","남녀공학","N","","N"
"경기도교육청","경기도안산교육지원청","경기도 안산시 상록구","S090002700","시곡중학교","03","공립","","N","단설","주간","19940301","19940301","4127110300","경기도 안산시 상록구 사동","1342-1.","426170","15620","경기도 안산시 상록구 감골로 123","(사동, 시곡중학교)","37.2928133576","126.8561304399","031-363-8140","031-363-8199","sigok-m.goeas.kr","남녀공학","N","","N"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002701","시흥은행중학교","03","공립","","N","단설","주간","19970114","19970114","4139010600","경기도 시흥시 은행동","544.","429838","14916","경기도 시흥시 은행로144번길 36","(은행동, 시흥은행중학교)","37.4428452483","126.8021297646","070-7097-0309","031-314-2464","https://eunhaeng-m.goesh.kr","남녀공학","N","","N"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002702","시흥중학교","03","공립","","N","단설","주간","19970901","19970901","4139013200","",".","","15032","경기도 시흥시 옥구천동로374번길 39","(정왕동,시흥중학교)","37.3528200474","126.7326103597","031-503-2008","031-433-0055","https://siheung-m.goesh.kr","남녀공학","N","","N"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002703","신천중학교","03","공립","","N","단설","주간","20010301","20010301","4139010200","경기도 시흥시 신천동","207-1.","429020","14953","경기도 시흥시 포도원로 88-1","(신천동, 신천중학교)","37.4341725248","126.7823849429","070-7097-0415","031-316-2395","https://shshincheon-m.goesh.kr/","남녀공학","N","","N"
"경기도교육청","경기도안산교육지원청","경기도 안산시 상록구","S090002704","안산부곡중학교","03","공립","","N","단설","주간","19950301","19950301","4127110700","경기도 안산시 상록구 부곡동","693번지.","426821","15317","경기도 안산시 상록구 부곡로 15","(부곡동, 안산부곡중학교)","37.3239994631","126.8587020926","031-487-2235","031-487-2240","https://ansanbugok-m.goeas.kr/","남녀공학","N","","N"
"경기도교육청","경기도안산교육지원청","경기도 안산시 상록구","S090002705","안산중학교","03","사립","","N","단설","주간","19751124","19670210","4127111400","경기 안산시 상록구 장상동","10.","426410","15204","경기도 안산시 상록구 수인로 1981",", 안산중학교 (장상동)","37.360418465","126.8741175589","031-482-7532","031-483-6183","ansan-m.goeas.kr","남녀공학","N","","N"
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090002706","양지중학교","03","공립","","N","단설","주간","20010301","20010301","4127310100","경기도 안산시 단원구 고잔1동","781-2번지.","425021","15483","경기도 안산시 단원구 안산천남로 119","(고잔동)","37.305055646","126.8333943321","031-489-9711","031-414-3038","yangji-m.goeas.kr","남녀공학","N","","N"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002707","연성중학교","03","공립","","N","단설","주간","19990601","19990601","4139012000","",".","","14977","경기도 시흥시 하상로 14-7",", 연성중학교 (하상동,연성중학교)","37.3926056163","126.8133299616","031-317-3032","031-317-3035","https://yeonseong-m.goesh.kr/","남녀공학","N","","N"
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090002708","와동중학교","03","공립","","N","단설","주간","20011105","20010105","4127310200","경기도 안산시 단원구 와동 1~400","143번지.","425840","15255","경기도 안산시 단원구 사세충열로 54",", 와동중학교 (와동)","37.3388620758","126.8306429457","031-485-7617","031-485-7618","wadong-m.goeas.kr","남녀공학","N","","N"
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090002709","원곡중학교","03","공립","","N","단설","주간","19820116","19820116","4127310800","경기도 안산시 단원구 원곡동","936-1번지.","425850","15364","경기도 안산시 단원구 원선로 81","(원곡동)","37.3318548965","126.8011924399","031-599-9701","031-487-7266","wongok-m.goeas.kr","남녀공학","N","","N"
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090002710","원일중학교","03","공립","","N","단설","주간","19890626","19890305","4127310900","경기도 안산시 단원구 선부동","1062 원일중학교.","425140","15232","경기도 안산시 단원구 석수로 32",", 원일중학교 (선부동)","37.3396425894","126.8083468259","031-487-7283","031-487-7285","https://wonil-m.goeas.kr","남녀공학","N","","N"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002711","장곡중학교","03","공립","","N","단설","주간","19990601","19990601","4139013000","경기도 시흥시 장곡동 101~854","826번지.","429842","15002","경기도 시흥시 장곡로 10","(장곡동)","37.3798506811","126.7876545103","031-481-7499","031-317-3009","https://janggok-m.goesh.kr/","남녀공학","N","","N"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002712","정왕중학교","03","공립","","N","단설","주간","19960301","19960301","4139013200","경기도 시흥시 정왕동","1787-3.","429450","15064","경기도 시흥시 정왕대로298번길 28","(정왕동,정왕중학교)","37.340216737","126.7424729359","031-8042-2491","031-8042-2495","https://jeongwang-m.goesh.kr","남녀공학","N","","N"
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090002713","중앙중학교","03","공립","","N","단설","주간","19861207","19861207","4127310100","경기도 안산시 단원구 고잔2동","673-2.","425805","15349","경기도 안산시 단원구 안산천서로 65","(고잔동)","37.3223569821","126.8396922725","031-8042-2775","031-487-8280","https://jungang-m.goeas.kr/","남녀공학","N","","N"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090002714","함현중학교","03","공립","","N","단설","주간","19971004","19970901","4139013200","경기도 시흥시 정왕동","역전길 20.","429450","15019","경기도 시흥시 역전로 435","(정왕동, 함현중학교)","37.3638150595","126.7369422428","031-433-0073","031-433-0075","https://hamhyun-m.goesh.kr","남녀공학","N","","N"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002917","공도중학교","03","공립","","N","단설","주간","19560404","19560404","4155025029","경기도 안성시 공도읍 만정리","418-1.","456823","17560","경기도 안성시 공도읍 공도로 115-12",", 공도중학교 (공도읍)","37.002243131","127.1737125855","031-612-7270","031-654-3065","https://gongdo-m.goean.kr/gongdo-m/main.do","남녀공학","N","","N"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002918","명륜여자중학교","03","사립","","N","단설","주간","19460925","19460925","4155010900","경기도 안성시 낙원동","609-1.","456110","17591","경기도 안성시 장기로103번길 22","(낙원동)","37.0050505704","127.2749571179","031-675-3538","031-673-7054","https://myeongryun-m.goean.kr","녀","N","","N"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002919","서운중학교","03","공립","","N","단설","주간","19730301","19730301","4155033021","경기도 안성시 서운면 인리","67.","456853","17607","경기도 안성시 서운면 바우덕이로 25","(서운면)","36.9446245845","127.2635359636","031-672-9052","031-673-4081","https://seoun-m.goean.kr/seoun-m/main.do","남녀공학","N","","N"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002920","안성여자중학교","03","공립","","N","단설","주간","19430422","19430422","4155010400","경기도 안성시 봉남동","360.","456040","17590","경기도 안성시 중앙2길 111",", (봉남동, 안성여자중학교)","37.0082648639","127.2760585541","031-8052-1600","031-677-6038","https://asg-m.goean.kr/asg-m/main.do","녀","N","","N"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002921","안성중학교","03","공립","","N","단설","주간","19390415","19390415","4155011400","경기도 안성시 금산동","33-12.","456310","17587","경기도 안성시 금산길 43","(금산동)","37.0133218118","127.2705372953","031-673-2143","031-674-2031","https://anseong-m.goean.kr/","남","N","","N"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002922","안청중학교","03","사립","","N","단설","주간","19250510","19250510","4155012500","경기도 안성시 당왕동","10-1.","456360","17584","경기도 안성시 당목길 68","(당왕동, 안청중학교)","37.0219658405","127.2748517452","031-673-3124","031-675-3022","https://anchung-m.goean.kr","남","N","","N"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002923","양성중학교","03","공립","","N","단설","주간","19460901","19460901","4155036021","경기도 안성시 양성면 동항리","415.","456931","17502","경기도 안성시 양성면 양성로 51","(양성면)","37.0632273377","127.1949943478","031-670-7900","031-674-6994","https://yangseong-m.goean.kr","남녀공학","N","","N"
"경기도교육청","경기도안성교육지원청","경기도 안성시","S090002924","일죽중학교","03","공립","","N","병설","주간","19540826","19540826","4155039028","경기도 안성시 일죽면 송천리","243-1.","17529","17529","경기도 안성시 일죽면 서동대로 7446","(일죽면,일죽종합고교)","37.0918354657","127.4743456629","031-8046-6230","031-674-7128","https://iljuk-m.goean.kr","남녀공학","N","","N"
