"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","학교특성","분교여부","설립유형","주야구분","개교기념일","설립일","법정동코드","주소내역","상세주소내역","우편번호","학교도로명 우편번호","학교도로명 주소","학교도로명 상세주소","위도","경도","전화번호","팩스번호","홈페이지 주소","남녀공학 구분","폐교여부","폐교일자","휴교여부"
"경기도교육청","경기도부천교육지원청","경기도 부천시 오정구","S090001973","부천수주초등학교","02","공립","","N","단설","주간","19961101","19961101","4119610500","",".","","14403","경기도 부천시 고강로 99","(고강동, 부천수주초등학교)","37.531282937","126.8150881056","070-7099-8304","032-679-8656","https://bcsuju-e.goebc.kr/","남녀공학","N","","N"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001974","부천신흥초등학교","02","공립","","N","단설","주간","19831130","19831130","4119210400","",".","","14525","경기도 부천시 원미구 길주로391번길 71","(도당동)","37.5064916956","126.7846724213","070-7096-7003","032-675-1756","https://pcsh-e.goebc.kr/pcsh-e/main.do","남녀공학","N","","N"
"경기도교육청","경기도부천교육지원청","경기도 부천시 오정구","S090001975","부천여월초등학교","02","공립","","N","단설","주간","19960901","19960901","4119610200","경기도 부천시 오정구 여월동 47","47번지.","421812","14485","경기도 부천시 성곡로63번길 23","(여월동, 부천여월초등학교)","37.5181286919","126.7966746123","070-7096-7510","032-672-5668","https://yeowol-e.goebc.kr/yeowol-e/main.do","남녀공학","N","","N"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001976","부천역곡초등학교","02","공립","","N","병설","주간","19940820","19940820","4119210700","경기도 부천시 원미구 역곡동","178-17번지.","420100","14658","경기도 부천시 원미구 역곡로65번길 12","(역곡동, 역곡초등학교)","37.490810661","126.8076808322","032-226-2095","032-347-2095","https://youkgok-e.goebc.kr","남녀공학","N","","N"
"경기도교육청","경기도부천교육지원청","경기도 부천시 오정구","S090001977","부천원일초등학교","02","공립","","N","단설","주간","20080501","20080301","4119610400","경기도 부천시 오정구 원종동 103-2","부천원일초등학교.","421817","14425","경기도 부천시 소사로819번길 46",", 부천원일초등학교 (원종동, 부천원일초등학교)","37.5304645301","126.8026554102","070-7096-6998","032-672-5929","https://bcwonil-e.goebc.kr/bcwonil-e/main.do","남녀공학","N","","N"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001978","부천중앙초등학교","02","공립","","N","단설","주간","19880301","19880301","4119210800","경기도 부천시 원미구 중동","1099-1.","420850","14575","경기도 부천시 원미구 옥산로 30","(중동, 부천중앙초등학교)","37.4964792494","126.7824394905","070-7096-6302,6305","032-611-1795","https://jungangi-e.goebc.kr","남녀공학","N","","N"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001979","부천중원초등학교","02","공립","","N","단설","주간","19960301","19960301","4119210800","경기도 부천시 원미구 중4동","Suk Cheonro.","420847","14510","경기도 부천시 석천로 273","(중동, 중원초등학교)","37.5120813306","126.7638309896","032-710-6017","032-326-0459","https://bcjw-e.goebc.kr/bcjw-e/main.do","남녀공학","N","","N"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001980","부천초등학교","02","공립","","N","단설","주간","19860905","19860905","4119210500","",".","","14512","경기도 부천시 평천로 670","(약대동)","37.5142537081","126.7652176703","032-713-3500","032-325-4977","http://bucheon.es.kr","남녀공학","N","","N"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001987","상도초등학교","02","공립","","N","단설","주간","19930504","19930504","4119210900","경기도 부천시 원미구 상동","418.","420815","14600","경기도 부천시 원미구 장말로 149","(상동, 상도초등학교)","37.4944735062","126.7591641821","070-7016-3118","032-322-4093","www.sangdo.es.kr","남녀공학","N","","N"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001988","상동초등학교","02","공립","","N","단설","주간","19930401","19930401","4119210900","경기도 부천시 원미구 상1동","391-1.","420812","14596","경기도 부천시 부흥로 70","(상동, 상동초등학교)","37.4968803485","126.7501775321","070-5168-0205","032-321-4755","sangdong-e.goebc.kr","남녀공학","N","","N"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001989","상원초등학교","02","공립","","N","단설","주간","20020901","20020901","4119210900","경기도 부천시 원미구 상2동","570-7.","420032","14590","경기도 부천시 부흥로 93","(상동, 상원초등학교)","37.4984264166","126.7535830846","032-221-7800","032-321-3463","angelschool-e.goebc.kr","남녀공학","N","","N"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001990","상인초등학교","02","공립","","N","단설","주간","20020401","20020401","4119210900","경기도 부천시 원미구 상동","500-3.","420030","14506","경기도 부천시 원미구 도약로 61","(상동, 상인 초등학교)","37.5129746715","126.7565077643","070-7099-0403,0408","032-325-1455","https://sangin-e.goebc.kr/sangin-e/main.do","남녀공학","N","","N"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001991","상일초등학교","02","공립","","N","단설","주간","20020301","20020301","4119210900","",".","","14587","경기도 부천시 조마루로 57","(상동, 상일초등학교)","37.5016675021","126.7502339619","070-7099-2404","032-323-5495","https://isangil-e.goebc.kr","남녀공학","N","","N"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001992","상지초등학교","02","공립","","N","단설","주간","19841130","19841130","4119210800","경기도 부천시 원미구 중동","758번지.","420844","14607","경기도 부천시 장말로 189","(중동, 상지초등학교)","37.493940945","126.763141793","070-7096-7102","032-611-3853","https://sangji-e.goebc.kr","남녀공학","N","","N"
"경기도교육청","경기도부천교육지원청","경기도 부천시 소사구","S090002001","성주초등학교","02","공립","","N","단설","주간","19791205","19791205","4119410500","경기도 부천시 소사구 송내2동","486.","422820","14746","경기도 부천시 성주로 118","(송내동, 성주초등학교)","37.4791687716","126.7689679504","032-710-2763","032-662-3342","http://www.sungju.es.kr","남녀공학","N","","N"
"경기도교육청","경기도부천교육지원청","경기도 부천시 소사구","S090002002","소사초등학교","02","공립","","N","단설","주간","19700411","19700411","4119410100","경기도 부천시 소사구 소사본3동 184~212","193번지.","422810","14762","경기도 부천시 은성로 58","(소사본동, 소사초등학교)","37.4739719658","126.7965229713","070-7099-0504","032-346-2374","https://sosa-e.goebc.kr","남녀공학","N","","N"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090002003","송내초등학교","02","공립","","N","단설","주간","19920504","19920504","4119210900","경기도 부천시 원미구 상동","430번지.","420816","14622","경기도 부천시 원미구 석천로 27",", 송내초등학교","37.4905882498","126.7591042888","032-717-3100","032-323-4653","http://songnae.es.kr","남녀공학","N","","N"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090002007","신도초등학교","02","공립","","N","단설","주간","19931020","19931020","4119210800","",".","","14586","경기도 부천시 부흥로 137","(중동, 신도초등학교)","37.4978603014","126.7586828675","070-7099-2003","032-324-0548","https://sindoedu-e.goebc.kr/","남녀공학","N","","N"
"경기도교육청","경기도부천교육지원청","경기도 부천시 소사구","S090002011","소일초등학교","02","공립","","N","단설","주간","19931020","19931020","4119410100","경기도 부천시 소사구 소사본3동","401-1번지.","422812","14774","경기도 부천시 소사로102번길 78","(소사본동, 소일초등학교)","37.4692284893","126.8025632857","070-7099-8402","032-349-4335","https://soil-e.goebc.kr","남녀공학","N","","N"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090002015","심곡초등학교","02","공립","","N","단설","주간","19770901","19770901","4119210200","경기도 부천시 원미구 심곡3동","300번지.","420013","14612","경기도 부천시 장말로 309","(심곡동, 심곡초등학교)","37.4921972765","126.7764361808","032-710-9804","032-611-2655","https://bcsimgok-e.goebc.kr","남녀공학","N","","N"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090002016","심원초등학교","02","공립","","N","단설","주간","19940301","19940301","4119210800","경기도 부천시 원미구 중2동","1097.","420022","14551","경기도 부천시 옥산로 66","(중동, 심원초등학교)","37.4997610576","126.7816519166","070-7099-0703","032-652-6367","https://shimwon-e.goebc.kr","남녀공학","N","","N"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090002017","약대초등학교","02","공립","","N","단설","주간","19491001","19491001","4119210500","",".","","14517","경기도 부천시 수도로66번길 14","(약대동, 약대초등학교)","37.514052707","126.7730138813","070-7094-1693","032-678-0654","https://yakdae-e.goebc.kr","남녀공학","N","","N"
"경기도교육청","경기도부천교육지원청","경기도 부천시 오정구","S090002022","오정초등학교","02","공립","","N","단설","주간","19320406","19310906","4119610400","경기도 부천시 오정구 원종동","247.","421819","14419","경기도 부천시 오정구 소사로794번길 48","(원종동, 오정초등학교)","37.527174904","126.8075241612","070-7099-9703","032-672-3006","http://ojeong.es.kr","남녀공학","N","","N"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090002026","원미초등학교","02","공립","","N","단설","주간","19840302","19840302","4119210200","경기도 부천시 원미구 심곡동","184번지.","420010","14573","경기도 부천시 부흥로 423",", 원미초등학교 (심곡동)","37.4892408755","126.7875578246","070-7096-6659","032-662-9310","http://wmi-e.goebc.kr","남녀공학","N","","N"
"경기도교육청","경기도부천교육지원청","경기도 부천시 오정구","S090002027","원종초등학교","02","공립","","N","단설","주간","19851104","19851104","4119610400","경기도 부천시 오정구 원종동","368.","421200","14473","경기도 부천시 삼작로410번길 38","(원종동, 원종초등학교)","37.5183323711","126.8063568838","070-7099-3804","032-673-7260","http://www.wonjong.es.kr","남녀공학","N","","N"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090002038","중흥초등학교","02","공립","","N","단설","주간","19920321","19920321","4119210800","경기도 부천시 원미구 중동","1053.","420849","14539","경기도 부천시 원미구 계남로 214","(중동, 중흥초등학교)","37.5066756526","126.7731990826","070-7095-9003","032-324-4883","https://jungheung-e.goebc.kr","남녀공학","N","","N"
"경기도교육청","경기도부천교육지원청","경기도 부천시 소사구","S090002039","창영초등학교","02","공립","","N","단설","주간","19920601","19920601","4119410400","경기도 부천시 소사구 괴안동","산 13번지.","422090","14698","경기도 부천시 은성로 109-26","(괴안동, 창영초등학교)","37.4751645825","126.8048810647","032-710-3812","032-343-8226","changyoung-e.goebc.kr","남녀공학","N","","N"
"경기도교육청","경기도성남교육지원청","경기도 성남시 중원구","S090002210","검단초등학교","02","공립","","N","병설","주간","19711102","19711102","4113310900","경기도 성남시 중원구 하대원동","123번지.","462838","13387","경기도 성남시 중원구 원터로 25",", 검단초등학교 (하대원동)","37.4296641436","127.1437322119","031-753-4762","031-753-4765","https://gomdan-e.goesn.kr","남녀공학","N","","N"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002211","구미초등학교","02","공립","","N","단설","주간","19950701","19950701","4113511400","경기도 성남시 분당구 구미동","215번지.","463800","13626","경기도 성남시 분당구 미금로22번길 25","(구미동)","37.3377419316","127.1183617797","031-714-2072","031-714-2075","kumi-e.goesn.kr","남녀공학","N","","N"
"경기도교육청","경기도성남교육지원청","경기도 성남시 수정구","S090002214","금빛초등학교","02","공립","","N","단설","주간","19730901","19730901","4113110200","경기도 성남시 수정구 태평동","7289.","13278","13278","경기도 성남시 수정구 남문로 112","(태평동,금빛초등학교)","37.447429628","127.1405894719","031-755-0461","031-722-5543","geumbit-e.goesn.kr","남녀공학","N","","N"
"경기도교육청","경기도성남교육지원청","경기도 성남시 중원구","S090002215","금상초등학교","02","공립","","N","단설","주간","19950901","19950901","4113310300","",".","","13197","경기도 성남시 중원구 금상로 97","(금광동,금상초등학교)","37.4435404288","127.1659313608","031-733-5024","031-735-9859","http://gumsang-e.goesn.kr","남녀공학","N","","N"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002216","낙생초등학교","02","공립","","N","단설","주간","19220501","20090301","4113510800","경기도 성남시 분당구 판교동","551.","13479","13479","경기도 성남시 분당구 서판교로74번길 11","(판교동)","37.3942865227","127.0989723714","031-781-5613","031-781-5616","naksaeng-e.goesn.kr","남녀공학","N","","N"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002217","내정초등학교","02","공립","","N","단설","주간","19920601","19900311","4113510200","경기도 성남시 분당구 수내동","57번지.","463852","13599","경기도 성남시 분당구 내정로174번길 19","(수내동, 내정초등학교)","37.3731199783","127.1218178552","031-711-1905","031-711-1908","naejeong-e.goesn.kr","남녀공학","N","","N"
"경기도교육청","경기도성남교육지원청","경기도 성남시 중원구","S090002218","단남초등학교","02","공립","","N","병설","주간","19821230","19821230","4113310300","경기도 성남시 중원구 금광동","210번지.","13192","13192","경기도 성남시 중원구 금광로12번길 5","(금광동, 단남초등학교)","37.4423772157","127.1613793026","031-741-2189","031-745-4774","https://dannam-e.goesn.kr","남녀공학","N","","N"
"경기도교육청","경기도성남교육지원청","경기도 성남시 수정구","S090002219","단대초등학교","02","공립","","N","단설","주간","19770705","19741130","4113110400","경기도 성남시 수정구 단대동","77번지.","461800","13142","경기도 성남시 수정구 단대로 30","(단대초등학교)","37.4536177215","127.1577709987","031-741-2018","031-741-2017","dandae-e.goesn.kr","남녀공학","N","","N"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002221","당촌초등학교","02","공립","","N","단설","주간","19910301","19910301","4113510100","",".","","13581","경기도 성남시 분당구 분당로 196","(분당동)","37.3738164479","127.1311083802","031-702-4006","031-702-4009","https://dangchon-e.goesn.kr/","남녀공학","N","","N"
"경기도교육청","경기도성남교육지원청","경기도 성남시 중원구","S090002222","대원초등학교","02","공립","","N","병설","주간","19710901","19710901","4113310500","경기도 성남시 중원구 상대원동","4251번지.","462817","13392","경기도 성남시 중원구 희망로343번길 24",", 대원초등학교 (상대원동,대원초등학교)","37.7274685681","126.8195618963","031-746-9372","031-746-9373","https://dw-e.goesn.kr","남녀공학","N","","Y"
"경기도교육청","경기도성남교육지원청","경기도 성남시 중원구","S090002223","대일초등학교","02","공립","","N","단설","주간","19881227","19881227","4113310500","경기도 성남시 중원구 상대원동","2511번지.","462123","13243","경기도 성남시 중원구 금상로58번길 22","(상대원동,대일초등학교)","37.4383963759","127.1641120548","031-749-6777","031-749-0770","https://daeil-e.goesn.kr/","남녀공학","N","","N"
"경기도교육청","경기도성남교육지원청","경기도 성남시 중원구","S090002224","대하초등학교","02","공립","","N","병설","주간","19870131","19870131","4113310900","",".","","13390","경기도 성남시 중원구 시민로 14","(하대원동)","37.4316660562","127.1517772987","031-752-9443","031-753-1795","https://daeha-e.goesn.kr/daeha-e/main.do","남녀공학","N","","N"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002225","돌마초등학교","02","공립","","N","단설","주간","19341009","19341009","4113510700","경기도 성남시 분당구 야탑동","515번지.","463839","13517","경기도 성남시 분당구 야탑로 96-7",", 돌마초등학교 (야탑동)","37.4092853556","127.1301355168","031-704-3608","031-706-2034","https://dolma-e.goesn.kr/dolma-e/main.do","남녀공학","N","","N"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002227","백현초등학교","02","공립","","N","단설","주간","19940228","19940228","4113510300","경기도 성남시 분당구 정자동","76번지.","463811","13609","경기도 성남시 분당구 백현로144번길 26","(정자동)","37.3721936012","127.1109556255","031-713-1272","031-713-1275","baekhyeon-e.goesn.kr","남녀공학","N","","N"
"경기도교육청","경기도성남교육지원청","경기도 성남시 수정구","S090002228","복정초등학교","02","공립","","N","단설","주간","19670318","19670318","4113110700","",".","","13112","경기도 성남시 수정구 성남대로1480번길 25","(복정동,복정초등학교)","37.4623125291","127.129571772","031-759-5623","031-759-5120","bokjeong-e.goesn.kr","남녀공학","N","","N"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002229","분당초등학교","02","공립","","N","단설","주간","19541120","19541120","4113510500","경기도 성남시 분당구 서현동","92-1.","463822","13589","경기도 성남시 분당구 중앙공원로32번길 20","(서현동)","37.3788459506","127.1294867525","031-701-2398","031-701-2397","bundang-e.goesn.kr","남녀공학","N","","N"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002230","불곡초등학교","02","공립","","N","단설","주간","19960302","19960302","4113511400","경기도 성남시 분당구 구미동","241번지.","463802","13623","경기도 성남시 분당구 무지개로 129",", 불곡초등학교 (구미동)","37.3410026169","127.1194006092","031-716-0143","031-716-0145","bulgok-e.goesn.kr","남녀공학","N","","N"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002231","불정초등학교","02","공립","","N","단설","주간","19940601","19940601","4113510300","경기도 성남시 분당구 정자동","203.","463814","13603","경기도 성남시 분당구 돌마로 250","(정자동)","37.3619673171","127.1198221311","031-713-0453","031-713-0455","https://buljung-e.goesn.kr/","남녀공학","N","","N"
"경기도교육청","경기도성남교육지원청","경기도 성남시 중원구","S090002232","상대원초등학교","02","공립","","N","병설","주간","20021002","20020901","4113310500","경기도 성남시 중원구 상대원동","54번지.","462120","13204","경기도 성남시 중원구 순환로214번길 16",", 상대원초등학교 (상대원동,상대원초등학교)","37.4424218438","127.1815458738","031-736-7414","031-736-7415","https://sangdaewon-e.goesn.kr/sangdaewon-e/main.do","남녀공학","N","","N"
"경기도교육청","경기도성남교육지원청","경기도 성남시 중원구","S090002234","상원초등학교","02","공립","","N","병설","주간","19710901","19710321","4113310400","",".","","13158","경기도 성남시 중원구 은행로 6",", 상원초등학교 (은행동)","37.4538375965","127.163060795","031-741-2197","031-744-5262","https://sangwon-e.goesn.kr/","남녀공학","N","","N"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002235","상탑초등학교","02","공립","","N","단설","주간","19930228","19930228","4113510700","경기도 성남시 분당구 야탑동","161번지.","463070","13512","경기도 성남시 분당구 판교로 647",", 상탑초등학교 (야탑동)","37.40641994","127.1457310391","031-706-4123","031-706-4125","https://sangtap-e.goesn.kr/sangtap-e/main.do","남녀공학","N","","N"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002236","서당초등학교","02","공립","","N","단설","주간","19930301","19930301","4113510500","경기도 성남시 분당구 서현동","303.","463050","13586","경기도 성남시 분당구 돌마로476번길 30","(서현동)","37.3748146027","127.1344790932","031-701-2663","031-701-2666","https://seodang-e.goesn.kr/seodang-e/main.do","남녀공학","N","","N"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002237","서현초등학교","02","공립","","N","단설","주간","19910901","19910901","4113510500","경기도 성남시 분당구 서현동 87~90","서현초등학교.","463821","13588","경기도 성남시 분당구 중앙공원로39번길 12",", 서현초등학교 (서현동)","37.3827211738","127.128734639","031-701-2171","031-701-2172","seohyeon-e.goesn.kr","남녀공학","N","","N"
"경기도교육청","경기도성남교육지원청","경기도 성남시 중원구","S090002238","성남동초등학교","02","공립","","N","단설","주간","19771230","19771230","4113310300","경기도 성남시 중원구 금광동","3365번지.","462804","13172","경기도 성남시 중원구 자혜로32번길 10","(금광동, 성남동초등학교)","37.449250836","127.1621919393","031-746-9456","031-746-9455","snd-e.goesn.kr","남녀공학","N","","N"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002239","성남매송초등학교","02","공립","","N","단설","주간","19910301","19910301","4113510600","경기도 성남시 분당구 이매동","136번지.","463060","13523","경기도 성남시 분당구 탄천로 97","(이매동, 성남매송초등학교)","37.4020092065","127.1229443317","031-703-0772","031-703-0774","snms-e.goesn.kr","남녀공학","N","","N"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002240","성남미금초등학교","02","공립","","N","단설","주간","19950601","19950601","4113511400","경기도 성남시 분당구 구미동 62~85","68번지.","463809","13628","경기도 성남시 분당구 미금로 151",", 성남미금초등학교 (구미동)","37.3474184381","127.1152710518","031-714-0092","031-714-0095","https://snmg-e.goesn.kr/","남녀공학","N","","N"
"경기도교육청","경기도성남교육지원청","경기도 성남시 수정구","S090002241","성남북초등학교","02","공립","","N","단설","주간","19820309","19820309","4113110500","경기도 성남시 수정구 산성동","2137번지.","461803","13130","경기도 성남시 수정구 희망로534번길 3","(산성동, 성남북초등학교)","37.4515501489","127.1513789617","031-746-7701","031-749-4529","https://snb-e.goesn.kr","남녀공학","N","","N"
"경기도교육청","경기도성남교육지원청","경기도 성남시 수정구","S090002242","성남서초등학교","02","공립","","N","병설","주간","19781205","19781205","4113110200","경기도 성남시 수정구 태평동","5090-1번지.","461190","13293","경기도 성남시 수정구 태평로 19","(태평동, 성남서초등학교)","37.4486606489","127.1293357595","031-753-5701","031-754-0905","seongnamseo-e.goesn.kr","남녀공학","N","","N"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002243","성남신기초등학교","02","공립","","N","단설","주간","19520405","19520405","4113510300","경기 성남시 분당구 정자동","89.","463010","13611","경기도 성남시 분당구 황새울로 74","(정자동)","37.367043735","127.1105326074","031-713-3691","031-713-1589","https://www.goesn.kr/snsg-e/main.do","남녀공학","N","","N"
"경기도교육청","경기도성남교육지원청","경기도 성남시 수정구","S090002244","성남신흥초등학교","02","공립","","N","단설","주간","19910901","19910901","4113110100","경기도 성남시 수정구 신흥2동","47-3.","461808","13259","경기도 성남시 수정구 공원로436번길 17",", 성남신흥초등학교 (신흥동)","37.4506131083","127.1434219383","031-744-5456","031-744-5458","https://snsh-e.goesn.kr","남녀공학","N","","N"
"경기도교육청","경기도성남교육지원청","경기도 성남시 중원구","S090002245","성남은행초등학교","02","공립","","N","단설","주간","19810601","19810601","4113310400","경기도 성남시 중원구 은행2동 1~663","652번지.","462830","13151","경기도 성남시 중원구 순환로447번길 11",", 성남은행초등학교 (은행동)","37.4612189179","127.1705549573","031-734-0514","031-734-0518","sneh-e.goesn.kr","남녀공학","N","","N"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002246","성남장안초등학교","02","공립","","N","병설","주간","19940501","19940501","4113510100","경기도 성남시 분당구 분당동","91번지.","463832","13583","경기도 성남시 분당구 장안로51번길 10",", (분당동,성남장안초등학교)","37.3724315115","127.1443161357","031-701-7074","031-701-7076","snjangan-e.goesn.kr","남녀공학","N","","N"
"경기도교육청","경기도성남교육지원청","경기도 성남시 중원구","S090002247","성남제일초등학교","02","공립","","N","단설","주간","19691103","19691103","4113313200","경기도 성남시 중원구 중앙동","2970.","13255","13255","경기도 성남시 중원구 중앙동 광명로 184번길",", 23 (중앙동)","37.4384949303","127.1495944293","031-746-6712","031-734-6317","snji-e.goesn.kr","남녀공학","N","","N"
"경기도교육청","경기도성남교육지원청","경기도 성남시 수정구","S090002248","성남수정초등학교","02","공립","","N","단설","주간","19691103","19691103","4113110300","경기도 성남시 수정구 수진동","4347.","13324","13324","경기도 성남시 수정구 제일로123번길 9","(수진동,성남제2초등학교)","37.4365264678","127.1319815333","031-757-1584","031-721-5047","snsj-e.goesn.kr","남녀공학","N","","N"
"경기도교육청","경기도성남교육지원청","경기도 성남시 중원구","S090002249","성남중앙초등학교","02","공립","","N","단설","주간","19781205","19781205","4113310100","경기도 성남시 중원구 성남동 1321~2583","2580번지.","462824","13360","경기도 성남시 중원구 원터로94번길 7",", 성남중앙초등학교 (성남동)","37.4363326532","127.1436556986","031-754-3983","031-754-3964","https://snjungang-e.goesn.kr/snjungang-e/main.do","남녀공학","N","","N"
"경기도교육청","경기도성남교육지원청","경기도 성남시 수정구","S090002250","성남초등학교","02","공립","","N","단설","주간","19360410","19360410","4113110200","경기도 성남시 수정구 태평4동 7314~7341","7326.","461826","13282","경기도 성남시 수정구 수정로 233",", 성남초등학교 (태평동)","37.4462070042","127.1442848226","031-755-1129","031-755-1432","https://sn-e.goesn.kr/","남녀공학","N","","N"
"경기도교육청","경기도성남교육지원청","경기도 성남시 수정구","S090002251","성수초등학교","02","공립","","N","단설","주간","19870214","19870214","4113110300","경기도 성남시 수정구 수진동","4786번지.","461182","13314","경기도 성남시 수정구 모란로 11","(수진동,성수초등학교)","37.4348342297","127.1271696467","031-752-9603","031-755-3947","http://seongsu-e.goesn.kr","남녀공학","N","","N"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002252","수내초등학교","02","공립","","N","단설","주간","19930111","19930111","4113510200","경기도 성남시 분당구 수내동","81.","463864","13600","경기도 성남시 분당구 백현로243번길 12",", 수내초등학교 (수내동)","37.3677901992","127.124617961","031-711-2152","031-711-2154","https://sunae-e.goesn.kr","남녀공학","N","","N"
"경기도교육청","경기도성남교육지원청","경기도 성남시 수정구","S090002253","수진초등학교","02","공립","","N","단설","주간","19701130","19701130","4113110200","경기도 성남시 수정구 태평3동","3756번지.","461193","13301","경기도 성남시 수정구 탄리로95번길 16",", 수진초등학교 (태평동)","37.444555286","127.1328951631","031-756-2187","031-756-2185","https://sujin-e.goesn.kr","남녀공학","N","","N"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002256","안말초등학교","02","공립","","N","단설","주간","19910311","19910311","4113510600","경기도 성남시 분당구 이매동 117~124","118번지.","463830","13568","경기도 성남시 분당구 양현로 104","(이매동, 안말초등학교)","37.3933129354","127.1260017981","031-704-6161","031-704-6162","anmal-e.goesn.kr","남녀공학","N","","N"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002257","야탑초등학교","02","공립","","N","단설","주간","19930301","19930301","4113510700","경기도 성남시 분당구 야탑동","양현로 400 (야탑동 333번지).","463070","13441","경기 성남시 분당구 양현로 400",", 야탑초등학교 (야탑동,야탑초등학교)","37.4165342337","127.1258057244","031-781-3323","031-704-8195","yatap-e.goesn.kr/","남녀공학","N","","N"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002258","양영초등학교","02","공립","","N","단설","주간","19940930","19940930","4113510500","",".","","13587","경기도 성남시 분당구 불정로406번길 17","(서현동,양영초등학교)","37.3747077223","127.1396271954","031-707-0123","031-707-0125","http://yy-e.goesn.kr","남녀공학","N","","N"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002259","오리초등학교","02","공립","","N","단설","주간","19941101","19941101","4113511400","경기도 성남시 분당구 구미동","115.","463500","13633","경기도 성남시 분당구 미금로 121","(구미동, 오리초등학교)","37.344362046","127.1153747212","031-714-0672","031-714-0675","https://ori-e.goesn.kr","남녀공학","N","","N"
"경기도교육청","경기도성남교육지원청","경기도 성남시 수정구","S090002260","왕남초등학교","02","공립","","N","단설","주간","19450615","19450615","4113111200","경기도 성남시 수정구 고등동","460.","461300","13105","경기도 성남시 수정구 왕남로 24","(고등동, 왕남초등학교)","37.428536823","127.0980672644","031-723-7150","031-723-8422","https://www.goesn.kr/wang-e/main.do","남녀공학","N","","N"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002262","이매초등학교","02","공립","","N","단설","주간","19930501","19930111","4113510600","",".","","13567","경기도 성남시 분당구 양현로 146","(이매동)","37.3970358536","127.126098378","031-704-4086","031-704-4089","https://imae-e.goesn.kr","남녀공학","N","","N"
"경기도교육청","경기도성남교육지원청","경기도 성남시 중원구","S090002267","중부초등학교","02","공립","","N","단설","주간","20000301","20000301","4113310400","경기도 성남시 중원구 은행동","1932-7번지.","462834","13162","경기도 성남시 중원구 자혜로 55",", 중부초등학교 (은행동)","37.4516366368","127.1648552422","031-730-7104","031-733-4494","jungbu-e.goesn.kr","남녀공학","N","","N"
"경기도교육청","경기도성남교육지원청","경기도 성남시 중원구","S090002269","중원초등학교","02","공립","","N","단설","주간","19710901","19710901","4113300000","경기도 성남시 중원구","153.","462807","13245","경기도 성남시 중원구 사기막골로31번길 46","(상대원동, 중원초등학교)","37.4385720535","127.1673396326","031-743-6480","031-743-6482","https://joongwon-e.goesn.kr/","남녀공학","N","","N"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002270","중탑초등학교","02","공립","","N","단설","주간","19930601","19930110","4113510700","",".","","13502","경기도 성남시 분당구 벌말로 68","(야탑동,중탑초등학교)","37.4140175756","127.1395555423","031-709-6961","031-705-5855","jungtap-e.goesn.kr","남녀공학","N","","N"
